Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Late-demographic dividend,2.06777E+12,2.06939E+12,2.14303E+12,2.34307E+12,2.45657E+12,3.01834E+12,3.32965E+12,3.48656E+12,3.36113E+12,3.10629E+12,3.41025E+12,3.52503E+12,3.73673E+12,4.25787E+12,5.1172E+12,6.17282E+12,7.44857E+12,9.38245E+12,1.16636E+13,1.12693E+13,1.3564E+13,1.653E+13,1.76802E+13,1.9042E+13,1.97759E+13,1.85505E+13,1.85931E+13,2.06306E+13,2.26229E+13,2.30473E+13,2.25293E+13
Lithuania,,,,,,7867140395,8382519637,10118631852,11239547691,10971583945,11524776867,12237388002,14259781159,18781721376,22627507452,26097677572,30183575104,39697891352,47797551588,37388122046,37128694028,43535051482,42927454291,46523420074,48533659592,41435533340,43047309306,47758736932,53751411409,54808531641,56964942999
Luxembourg,12778792854,13834219728,15518702635,15925521222,17701798891,20853093870,20895314658,19563836265,20150053345,21899317599,21230182989,21387533703,23649833332,29667268248,35064843793,37672280120,42910146296,51587401416,58844277702,54467289898,56213985987,61696281326,59776383527,65203276467,68804811898,60071584216,62216885436,65712180343,71000359760,69890505324,73699366700
Latvia,,,,,,5789128637,5975248851,6527926446,7166275468,7533788134,7958852839,8362398702,9557031605,11771975157,14435700533,17003459863,21570076499,31054350978,35854274229,26410909091,23956163077,27474380566,28169902669,30204783462,31386896487,27263090547,28083597512,30483806018,34429023435,34225547537,34390910339
"Macao SAR, China",3246481233,3765249711,4914365189,5665606115,6311207780,7046147737,7176892950,7267570893,6797792190,6547670439,6774193548,6860272608,7371692774,8246479566,10643253553,12160056122,14874098692,18439981612,21027018333,21587786906,28241798492,36845888757,43189721377,51536595089,54902831794,45048190598,45070808689,50383871121,55190661340,55082293844,25343525936
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,775875748.5,,,772921958.5,,,,,652206037.1,
Morocco,30179954775,32285573574,33711069431,31655473664,35604137423,39030285468,43161571528,39147844526,46497608725,46266428648,43017455402,43831480208,47077192188,58029363354,66114145451,68852658069,75883823301,86947913287,1.01823E+11,1.01155E+11,1.00865E+11,1.10081E+11,1.06937E+11,1.15739E+11,1.19131E+11,1.10414E+11,1.11573E+11,1.18541E+11,1.27341E+11,1.2892E+11,1.21354E+11
Monaco,2481307077,2480540845,2737049231,2574494356,2720332135,3130309995,3137886995,2840195190,2934593468,2907118641,2654462665,2673723034,2919647982,3597089751,4043551489,4204652899,4586826513,5875790766,6502942245,5474379252,5367561570,6088689808,5742749294,6555591710,7069353073,6261649891,6465645585,6431271365,7182444410,7383944044,6739645416
Moldova,,,,,,1752979926,1695122174,1930081169,1698717505,1170782957,1288429392,1480673594,1661818168,1980907435,2598249556,2988342907,3408255451,4401173152,6054824248,5439434272,6974982370,8414352020,8709138635,9496717876,9399833207,7798692878,7982450758,9519053158,11253727815,11735774634,11531967881
Madagascar,3931334875,3254713056,3714966678,4063298919,3522227092,3838100904,4931861039,4262965420,4401967633,4277903780,4629247204,5438332602,5351701663,6372498890,5064732626,5859269753,6395712491,8524620890,10725137724,9616879409,9982711338,11551819618,11578975062,12423555455,12522957399,11323020701,11848613858,13176313594,13760033282,14104664679,13051441204
Maldives,215043969.8,244396761.9,284875809,322417837.2,356014932.1,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,870031676.8,897031250,1052121056,1226829565,1163362434,1575200391,1868383460,2271646188,2345294879,2588176058,2774350238,2886163996,3295009237,3697353037,4129505320,4409942623,4816426260,5404344159,5726094798,3712604580
Middle East & North Africa,8.09959E+11,5.71969E+11,6.27567E+11,6.43308E+11,6.86296E+11,7.52147E+11,8.40863E+11,8.83631E+11,8.68789E+11,9.42195E+11,1.05421E+12,1.04935E+12,1.04449E+12,1.15873E+12,1.3675E+12,1.64348E+12,1.92493E+12,2.27233E+12,2.83041E+12,2.557E+12,2.99482E+12,3.37843E+12,3.64205E+12,3.58179E+12,3.60249E+12,3.17942E+12,3.21337E+12,3.35227E+12,3.51841E+12,3.52292E+12,3.15804E+12
Mexico,2.61254E+11,3.1314E+11,3.63158E+11,5.30161E+11,5.53618E+11,3.80157E+11,4.32158E+11,5.2345E+11,5.57461E+11,6.31249E+11,7.42061E+11,7.96065E+11,8.10666E+11,7.6555E+11,8.19459E+11,9.17572E+11,1.02027E+12,1.10236E+12,1.16155E+12,9.43437E+11,1.10542E+12,1.22901E+12,1.25511E+12,1.32744E+12,1.36451E+12,1.21329E+12,1.11223E+12,1.19072E+12,1.2563E+12,1.30521E+12,1.12074E+12
Marshall Islands,78476000,82507000,91063000,99461000,108071000,120230000,110858000,110705600,112279400,114326300,115347500,122824000,131738200,131398500,132934600,137666300,142745200,149870000,145969100,150624900,160318500,171567100,179855800,185468000,185172900,182997300,200716000,212701200,219430038.5,231996704.1,240751144.4
Middle income,3.70988E+12,3.578E+12,3.76596E+12,4.19502E+12,4.37235E+12,4.94269E+12,5.44414E+12,5.76518E+12,5.61094E+12,5.33074E+12,5.83018E+12,5.88837E+12,6.02744E+12,6.79196E+12,8.05494E+12,9.57796E+12,1.13658E+13,1.40409E+13,1.6787E+13,1.63762E+13,1.99707E+13,2.37992E+13,2.53758E+13,2.68733E+13,2.77707E+13,2.63064E+13,2.65145E+13,2.91439E+13,3.09882E+13,3.17162E+13,3.05784E+13
North Macedonia,4699646643,4938775510,2436849342,2682456897,3559608640,4707041315,4642021256,3912986091,3765745023,3863619285,3772859034,3709636031,4018365747,4946296599,5682784472,6258602873,6861226972,8336474974,9909552435,9401736825,9407170321,10494626768,9745261301,10817702346,11362265253,10064519963,10672467073,11307067070,12683068114,12606338449,12363580535
Mali,2681912149,2724131458,2830673378,2818281085,2081846498,2706425157,2780422049,2697105823,2920358711,3440724710,2961484954,3468337942,3908121307,4714071980,5454249126,6247515888,6905934218,8156468826,9838403101,10231962390,10689168016,12995112690,12442035339,13242690786,14364937124,13104764378,14026048336,15365713048,17070867590,17280250810,17465392764
Malta,2547163582,2750041434,3021910217,2709178327,2998570147,3461332685,3585755121,3722389056,3958227428,4155187258,4069515557,4088368962,4470446352,5448415540,6098092512,6416184236,6778324087,7925371459,9090406750,8696366869,9035824366,9638728635,9461776292,10551030597,11625848975,11091483660,11668015566,13484541926,15404393365,15992378640,15252609039
Myanmar,2115193503,2069832687,2411552297,3163020044,4432257187,5289174927,6123556701,4722288502,6459461639,8486832801,8905066164,6477790688,6777632512,10467109978,10567354056,11986972419,14502553710,20182477481,31862554102,36906181381,49540813342,59977326086,59937796642,60269732883,65446196920,59687411769,63216143490,66055090634,67855845007,75072038086,79045695085
Middle East & North Africa (excluding high income),5.08431E+11,2.69917E+11,2.99631E+11,3.13438E+11,3.42399E+11,3.79729E+11,4.28606E+11,4.52412E+11,4.65945E+11,5.06225E+11,5.36202E+11,5.4232E+11,5.28296E+11,5.77707E+11,6.85778E+11,8.08522E+11,9.42307E+11,1.14831E+12,1.41625E+12,1.3786E+12,1.58778E+12,1.6364E+12,1.76481E+12,1.62405E+12,1.60086E+12,1.43907E+12,1.47584E+12,1.47691E+12,1.40184E+12,1.40862E+12,1.28488E+12
Montenegro,,,,,,,,,,,984293043.8,1159869246,1284685051,1707710053,2073234418,2257174481,2721903149,3680711744,4545674528,4159330370,4142983843,4544428421,4087526242,4465772400,4593853291,4054730078,4376930578,4856599481,5506942238,5542054181,4769996866
Mongolia,2560785660,2379018326,1317611864,768401634.2,925817092.2,1452165005,1345719472,1180934203,1124440205,1057408589,1136896124,1267997934,1396555720,1595297356,1992066808,2523471601,3414055662,4234999704,5623216608,4583850368,7189481999,10409797378,12292770632,12582122604,12226514668,11619892591,11181350649,11480847741,13178094720,14206359018,13312981429
Northern Mariana Islands,,,,,,,,,,,,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1301000000,1181000000,858000000
Mozambique,,3854856435,2798696511,2883161897,2958108170,3061646174,4030146135,4873663775,5551118149,6285219691,5930685215,5650154067,5950769427,6583526861,7937255565,8868504900,9509835537,10811456006,12920340965,12263894790,11411894724,14619279989,16688114144,17198073057,17978246586,16208985770,12069051237,13264640646,15017358751,15512759175,14235420505
Mauritania,1506914408,2133692697,2164298425,1847353211,1944876755,2091726101,2132087009,2071996564,2032347665,1985922776,1779520886,1746063558,1777057481,2051147607,2362501023,2936019526,3919577286,4346212355,5206437194,4714595548,5628878798,6764627746,6728208836,7223071097,6592537782,6166863897,6398747592,6800135898,7473550557,7894764886,8260752385
Mauritius,2653485893,2856889220,3224265890,3263363787,3558143578,4040341983,4421952041,4187375954,4169672975,4343708953,4663321081,4613637275,4841310240,5816559039,6578840419,6488743193,7028810681,8150150209,9990356674,9128843109,10003670690,11518413430,11668696397,12292974141,13074129952,12007291046,12594155464,13713506131,14735695931,14436346980,11408106446
Malawi,2737087862,3206783830,2618837835,3013392658,1719864761,2033701498,3319573750,3875785863,2547609590,2584478924,2537307580,2498008665,5087328438,4669789300,5058726350,5320409651,5818279739,6451210219,7743617352,9009887947,10128323011,11648142958,8773203178,8031571928,8801326169,9219474379,7909868618,8943543677,9880675786,11025371147,12056108778
Malaysia,44024585240,49143148094,59167550163,66894966969,74478356958,88705342903,1.00855E+11,1.00005E+11,72167498981,79148421053,93789736842,92783947368,1.00846E+11,1.10202E+11,1.24749E+11,1.43534E+11,1.62692E+11,1.9355E+11,2.30812E+11,2.02257E+11,2.55018E+11,2.97952E+11,3.14443E+11,3.23276E+11,3.38066E+11,3.01355E+11,3.01256E+11,3.19109E+11,3.58789E+11,3.65178E+11,3.37456E+11
North America,6.56081E+12,6.77229E+12,7.11639E+12,7.43943E+12,7.86905E+12,8.24774E+12,8.70643E+12,9.23547E+12,9.69995E+12,1.03129E+13,1.09992E+13,1.13246E+13,1.16937E+13,1.23562E+13,1.32484E+13,1.42172E+13,1.5141E+13,1.59498E+13,1.63298E+13,1.58593E+13,1.66729E+13,1.73994E+13,1.80887E+13,1.86963E+13,1.93628E+13,1.97692E+13,2.023E+13,2.11337E+13,2.22656E+13,2.31321E+13,2.2723E+13
Namibia,2789921853,2996869281,3429521699,3251188833,3666503530,3978514206,3989163197,4154989950,3873109866,3868551730,3922232165,3557341215,3349169826,4926439384,6609205995,7248374838,8001779551,8839536476,8607431497,8938847189,11431412421,12523359441,13042053592,12043307277,12435430970,11335161084,10722018732,12895153160,13682018827,12541928103,10583748542
New Caledonia,2529440424,2653780672,2923883281,2822243781,3038728385,3628440505,3606968436,3291131281,3556304833,3647802050,3420032041,3297734891,3740056748,4915353827,5895008978,6238629487,6979155388,8819917180,9067619760,8704438102,9364350077,10351448005,9659151917,10151382933,10635035595,8738203074,8724568955,9174048682,9896402284,9475655325,9454629468
Niger,3512356508,3285796875,3386232579,3052673849,1938058175,2302537562,2405686940,2290318910,2643363519,2537789821,2241753193,2448714704,2782192879,3394084732,3760443738,4383315965,4756361252,5731485052,7297600226,7352131310,7851192502,8772950778,9426912648,10224897438,10862943544,9683867926,10398861982,11185104252,12837307497,12889555561,13744653103
Nigeria,54035795388,59526833412,52058181854,56721051402,80399613064,1.4092E+11,1.8573E+11,2.0085E+11,2.18416E+11,59145077039,69171451627,73557840064,95054059303,1.04739E+11,1.35765E+11,1.75671E+11,2.38455E+11,2.78261E+11,3.39476E+11,2.95009E+11,3.6699E+11,4.14467E+11,4.63971E+11,5.20117E+11,5.74184E+11,4.93027E+11,4.04649E+11,3.75746E+11,4.21739E+11,4.74517E+11,4.32199E+11
Nicaragua,1009455484,1488804124,1792800000,1756454248,3863185119,4140470000,4308351903,4389973490,4635267225,4855717875,5107329007,5323146566,5224213018,5322454926,5795568205,6321324279,6763418646,7423365339,8496948363,8298736418,8758619001,9774319977,10531980241,10982995267,11880434071,12756685522,13286101285,13785924374,13025234959,12699028991,12678162404
Netherlands,3.18331E+11,3.275E+11,3.62963E+11,3.5355E+11,3.7913E+11,4.52302E+11,4.5049E+11,4.16813E+11,4.38008E+11,4.4705E+11,4.17479E+11,4.31587E+11,4.73862E+11,5.8007E+11,6.5838E+11,6.85348E+11,7.33955E+11,8.48559E+11,9.5187E+11,8.71519E+11,8.47381E+11,9.05271E+11,8.38923E+11,8.77173E+11,8.92168E+11,7.65573E+11,7.8406E+11,8.3387E+11,9.14043E+11,9.10194E+11,9.09793E+11
Norway,1.19792E+11,1.21872E+11,1.30838E+11,1.20579E+11,1.27131E+11,1.5203E+11,1.6352E+11,1.61357E+11,1.5423E+11,1.62384E+11,1.71457E+11,1.74239E+11,1.95915E+11,2.29385E+11,2.65269E+11,3.09979E+11,3.46915E+11,4.02643E+11,4.64918E+11,3.87976E+11,4.31052E+11,5.01361E+11,5.12777E+11,5.26014E+11,5.01736E+11,3.8816E+11,3.70957E+11,4.01745E+11,4.39789E+11,4.08743E+11,3.67633E+11
Nepal,3627560282,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007055042,6050875807,6330473097,7273938315,8130258415,9043715356,10325618017,12545438605,12854985464,16002656434,21573872274,21703100747,22162205046,22731612827,24360801338,24524109484,28971588880,33111525183,34186180696,33433659224
Nauru,,,,,,,,,,,,,,,,,,,,,47562844.61,65071879.78,101055723,94385014.94,99149244.4,84863440.58,97541943.04,109355638.9,130995566.3,125160115.5,124685688.2
New Zealand,45495129385,42745329732,41649829860,46775620817,55314732279,63918703507,70140835299,66075143415,56227169851,58762260626,52623281957,53872425917,66627729311,88250885550,1.03905E+11,1.1472E+11,1.11539E+11,1.37189E+11,1.33131E+11,1.21374E+11,1.46518E+11,1.68291E+11,1.76207E+11,1.90907E+11,2.01313E+11,1.78064E+11,1.88838E+11,2.06556E+11,2.11887E+11,2.13092E+11,2.1257E+11
OECD members,1.88565E+13,1.99667E+13,2.14769E+13,2.1809E+13,2.33056E+13,2.56813E+13,2.58994E+13,2.55077E+13,2.57749E+13,2.70711E+13,2.76696E+13,2.74154E+13,2.86017E+13,3.19853E+13,3.56088E+13,3.76482E+13,3.97183E+13,4.34838E+13,4.61726E+13,4.3184E+13,4.52972E+13,4.87212E+13,4.86768E+13,4.93227E+13,5.03294E+13,4.74476E+13,4.83507E+13,5.04759E+13,5.34026E+13,5.39129E+13,5.25904E+13
Oman,11685045514,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,13996914694,15593456177,19507452536,19452000520,20142756047,21633708192,24763712874,31081991678,37215779714,42085379454,60905452536,48388363589,64993498049,77497529259,87408842653,89936020806,92699089727,78710793238,75128738622,80856697009,91505851756,88060858257,75909397659
Other small states,54472367103,56090973117,61187678062,58272700910,60955347499,69997987338,73782152796,76825374562,75277199806,81023028369,91448741121,90982919680,98158426363,1.2219E+11,1.51628E+11,1.83686E+11,2.15632E+11,2.63863E+11,3.22996E+11,2.77208E+11,3.22487E+11,3.96893E+11,4.13909E+11,4.31963E+11,4.46498E+11,3.70348E+11,3.66415E+11,3.99197E+11,4.43325E+11,4.34462E+11,3.7844E+11
Pakistan,40010423970,45625336680,48884671947,51809999353,52293470813,60636071684,63320170084,62433340468,62191955814,62973857069,99484802345,97145618480,97923302809,1.12372E+11,1.32216E+11,1.45209E+11,1.61871E+11,1.84141E+11,2.02204E+11,1.87338E+11,1.9671E+11,2.30587E+11,2.50107E+11,2.58657E+11,2.7139E+11,2.99964E+11,3.1363E+11,3.39206E+11,3.56128E+11,3.20909E+11,3.00426E+11
Panama,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429700000,45599900000,49921400000,54091800000,57907700000,62202700000,67294169200,69721787500,57086836900
Peru,26410386963,34341465998,35966302303,34832077221,44882079767,53312793687,55252414130,58147522523,55501467877,50187324568,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47528E+11,1.71762E+11,1.9265E+11,2.01176E+11,2.00786E+11,1.89803E+11,1.91898E+11,2.11008E+11,2.22597E+11,2.28326E+11,2.01948E+11
Philippines,50508286642,51784144943,60422328242,62036529147,73159336915,84644328727,94648084429,94106317565,74492416330,85640171045,83669788255,78921234458,84307345888,87039092974,95001999685,1.0742E+11,1.27653E+11,1.5598E+11,1.81625E+11,1.75975E+11,2.08369E+11,2.34217E+11,2.61921E+11,2.83903E+11,2.97484E+11,3.06446E+11,3.18627E+11,3.28481E+11,3.46842E+11,3.76823E+11,3.61751E+11
Palau,,,,,,,,,,,146297500,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285600000,288546281.3,281970375,257885921.9
Papua New Guinea,3219729083,3787394958,4377980510,4974550286,5502786070,4636057476,5155311077,4936615299,3789443015,3477038204,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8354911041,9545028944,11670892801,11619456449,14250786675,17985138066,21295168666,21261338065,23210823987,21723437010,20758876953,22742699138,24109780708,24751066911,23848445104
Poland,65977748211,85500935935,94337050693,96043157273,1.10804E+11,1.42294E+11,1.60193E+11,1.59358E+11,1.74686E+11,1.70031E+11,1.7222E+11,1.90905E+11,1.9907E+11,2.17829E+11,2.55107E+11,3.06146E+11,3.44627E+11,4.29021E+11,5.336E+11,4.39732E+11,4.75697E+11,5.24374E+11,4.95231E+11,5.15762E+11,5.3908E+11,4.77111E+11,4.70025E+11,5.24641E+11,5.8878E+11,5.96058E+11,5.99443E+11
Pre-demographic dividend,4.06741E+11,2.21572E+11,1.70282E+11,1.77795E+11,1.85223E+11,2.75015E+11,3.32587E+11,3.65661E+11,3.90172E+11,2.40531E+11,2.78356E+11,2.65776E+11,3.05613E+11,3.32241E+11,4.14106E+11,5.1685E+11,6.52781E+11,7.91179E+11,9.8723E+11,8.9734E+11,1.04903E+12,1.21563E+12,1.32063E+12,1.44856E+12,1.53546E+12,1.30573E+12,1.16296E+12,1.21449E+12,1.35333E+12,1.42658E+12,1.30942E+12
Puerto Rico,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,1.00352E+11,1.01565E+11,1.0245E+11,1.02446E+11,1.03376E+11,1.04337E+11,1.03446E+11,1.00958E+11,1.05126E+11,1.03131E+11
"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,78713860217,89233599278,1.07592E+11,95009751901,99688641304,1.18122E+11,1.2263E+11,1.17017E+11,1.23946E+11,1.2747E+11,1.18605E+11,1.21604E+11,1.34796E+11,1.65226E+11,1.89382E+11,1.97254E+11,2.08756E+11,2.40496E+11,2.63416E+11,2.44668E+11,2.38113E+11,2.45118E+11,2.16224E+11,2.26434E+11,2.29902E+11,1.99394E+11,2.06426E+11,2.21358E+11,2.42313E+11,2.39987E+11,2.29032E+11
Paraguay,5812114523,6984367763,7157424031,7249533620,7870982005,9062131475,9788391781,9965225678,9260481572,8837070236,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856393235,24615267664,22355151162,27260886405,33756238767,33271921136,38501122141,40377929296,36211447840,36089700223,38997129474,40225448341,37925338329,35432178068
West Bank and Gaza,,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000
Pacific island small states,2354687466,2500551372,2743014361,2908044325,3426105662,3716903984,3978860485,3985888228,3413057977,3750909522,3435656409,3389381029,3558832713,4239179347,4877983057,5419134785,5688865058,6273728190,6704438347,6031358946,6634285955,7736812356,8198463635,8523914645,9263445657,9054326773,9504027216,10256679808,10764416947,10709524680,9492350931
Post-demographic dividend,1.84151E+13,1.94446E+13,2.08751E+13,2.10314E+13,2.25219E+13,2.49767E+13,2.50951E+13,2.46018E+13,2.4708E+13,2.59454E+13,2.63987E+13,2.61437E+13,2.72684E+13,3.05704E+13,3.39704E+13,3.57415E+13,3.7604E+13,4.10423E+13,4.34752E+13,4.09254E+13,4.26854E+13,4.58476E+13,4.57796E+13,4.62331E+13,4.71497E+13,4.45806E+13,4.55833E+13,4.75321E+13,5.03805E+13,5.08781E+13,4.97409E+13
French Polynesia,3320159522,3410078968,3713785765,3544608548,3676123788,4186994249,4166072830,3762859093,3903186593,3911602004,3599845480,3573808556,3965405553,4927780607,5564109982,5705052135,5877997980,6631156406,7136741422,6584557974,6086644799,6203940037,5692858099,6031827123,6151996561,5325846362,5497036477,5833352693,6135116253,6022276196,5792545871
Qatar,7360439423,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.67775E+11,1.86834E+11,1.98728E+11,2.06225E+11,1.6174E+11,1.51732E+11,1.61099E+11,1.83335E+11,1.76371E+11,1.44411E+11
Romania,38247882300,28850634900,25121666667,26361160450,30072805104,37430162103,36937074278,35575214078,41696091974,35953156754,37253739511,40395116581,46065502703,57806384143,74973656852,98454380120,1.22024E+11,1.74589E+11,2.14317E+11,1.74102E+11,1.70029E+11,1.92614E+11,1.79133E+11,1.89789E+11,1.99714E+11,1.77884E+11,1.85288E+11,2.10147E+11,2.43316E+11,2.51018E+11,2.51363E+11
Russian Federation,5.17014E+11,5.17963E+11,4.60291E+11,4.35084E+11,3.95077E+11,3.95537E+11,3.91725E+11,4.04929E+11,2.70955E+11,1.95907E+11,2.5971E+11,3.06602E+11,3.4547E+11,4.30347E+11,5.91017E+11,7.64016E+11,9.89932E+11,1.2997E+12,1.66085E+12,1.22265E+12,1.52492E+12,2.04592E+12,2.20829E+12,2.29247E+12,2.05924E+12,1.36348E+12,1.27679E+12,1.5742E+12,1.65733E+12,1.69312E+12,1.49308E+12
Rwanda,2550185679,1911600237,2029026962,1971525712,753636370.5,1293535193,1382334879,1851558197,1989343546,2157240526,2068955253,1966719933,1966111529,2138354521,2376642786,2933999089,3319974269,4070746222,5180228096,5674899033,6125216482,6885492661,7655465590,7820741499,8239766320,8544621757,8696069807,9252834120,9636254325,10346326599,10172303393
South Asia,4.0699E+11,3.62087E+11,3.84546E+11,3.80915E+11,4.32114E+11,4.79617E+11,5.24715E+11,5.50444E+11,5.58153E+11,5.98033E+11,6.47687E+11,6.63315E+11,6.95416E+11,8.11619E+11,9.41544E+11,1.07573E+12,1.2207E+12,1.53595E+12,1.5596E+12,1.70262E+12,2.08224E+12,2.29396E+12,2.32783E+12,2.38973E+12,2.61476E+12,2.7334E+12,3.01089E+12,3.43394E+12,3.53408E+12,3.65822E+12,3.48992E+12
Saudi Arabia,1.1763E+11,1.32223E+11,1.37088E+11,1.32968E+11,1.35175E+11,1.43343E+11,1.58662E+11,1.65964E+11,1.46775E+11,1.61717E+11,1.89515E+11,1.84138E+11,1.89606E+11,2.15808E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.28207E+11,6.76635E+11,7.4185E+11,7.53865E+11,7.66606E+11,6.69484E+11,6.66E+11,7.14995E+11,8.46584E+11,8.38565E+11,7.34271E+11
Sudan,33641222222,44168918919,7031909434,8881005436,12793794737,13830363900,9018300725,11681175864,11250221537,10682028340,12257299147,15716361792,18137128388,21355298460,26646007251,35182711988,45263831634,59440139775,64833083257,51621044077,58962978034,55018567211,37632919967,43024018082,49516748618,51726758677,42630376000,41283617976,32333780383,32338079165,27034593750
Senegal,7390967360,7255210470,7769817840,7367986241,5034588196,6326342633,6559712166,6041478726,6505607909,6592834933,6013185004,6507824829,7006402320,8768721563,10076816667,11009033438,11697918243,13994218413,16853989628,16145867495,16121315909,17814283639,17660870412,18918667725,19797253440,17774766696,19040312333,20996562944,23116701556,23403995992,24530513038
Singapore,36144336769,45466164978,52131320033,60603815716,73688724431,87812540788,96293086513,1.00124E+11,85728207782,86286849755,96076539926,89793790670,92538372870,97646401096,1.15034E+11,1.27808E+11,1.48627E+11,1.80942E+11,1.93617E+11,1.9415E+11,2.39808E+11,2.79356E+11,2.95093E+11,3.07576E+11,3.14864E+11,3.07999E+11,3.1903E+11,3.43273E+11,3.76869E+11,3.76838E+11,3.48392E+11
Solomon Islands,214877666.7,227540473.3,269034595.8,300746361.1,402837005.3,469443201.5,510586430.2,526554006,457579840.2,488024514.4,419842674.2,409508553,346406738.9,417668983.4,468005318.6,552864570.2,617258154.3,695295347.6,776337691.8,805557562.6,898133684.9,1063895361,1185215418,1285911586,1335571421,1307909888,1379490304,1469789119,1615478393,1619155017,1536145814
Sierra Leone,649644097.6,780098205.2,679997997.6,768812334.8,911915970.7,870758739.4,941742152.7,850218033.6,672375927.3,669384768.9,635874002.2,1074851475,1236235827,1369685677,1430217081,1627058425,1862116291,2126679544,2451896435,2419014960,2578159804,2932274309,3789251613,4920343317,5015180725,4252029354,3862721266,3719443418,4085114388,4076578699,4062906266
El Salvador,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26881140000,24930080000
San Marino,,,,,,,,,,1109098658,1005159388,1077413479,1168269231,1464326161,1723750000,1785847531,1908167106,2185874624,2393437820,2056126702,1881191950,1813717695,1604701051,1678741202,1673910988,1419400404,1468342431,1528621195,1655354304,1616188702,1541247884
Somalia,917044228,,,,,,,,,,,,,,,,,,,,,,,5836021227,6537360533,6984947145,7390796617,8252394373,8278212314,9420431258,9204140383
Serbia,,,,,,16832598870,21818007449,25676488000,19457979423,19388663551,6875845987,12960546471,17120906918,22482365322,26141968161,27683225959,32482070360,43170990616,52194221469,45162894381,41819468692,49258136129,43309252921,48394239475,47062202419,39655949731,40692661657,44179075779,50640662859,51514242939,53356484591
Sub-Saharan Africa (excluding high income),3.74681E+11,4.01456E+11,3.61255E+11,3.64836E+11,3.72818E+11,4.75486E+11,5.29867E+11,5.57982E+11,5.62117E+11,3.99156E+11,4.23549E+11,4.06162E+11,4.42418E+11,5.57409E+11,6.92413E+11,8.22476E+11,9.72603E+11,1.12764E+12,1.27862E+12,1.22416E+12,1.44906E+12,1.62894E+12,1.69078E+12,1.79611E+12,1.87281E+12,1.66713E+12,1.52039E+12,1.62406E+12,1.77909E+12,1.82795E+12,1.71466E+12
South Sudan,,,,,,,,,,,,,,,,,,,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,,,,,
Sub-Saharan Africa,3.75072E+11,4.01852E+11,3.61719E+11,3.65343E+11,3.73339E+11,4.76029E+11,5.30403E+11,5.58582E+11,5.62767E+11,3.99824E+11,4.24208E+11,4.0683E+11,4.43166E+11,5.58165E+11,6.93312E+11,8.2346E+11,9.7369E+11,1.12872E+12,1.2796E+12,1.22501E+12,1.45004E+12,1.63E+12,1.69187E+12,1.79744E+12,1.8742E+12,1.66852E+12,1.52185E+12,1.62559E+12,1.78068E+12,1.8296E+12,1.71584E+12
