station,latitute,longitude,elevation,T
80421099999,10.9166666,-63.9666666,24.0,28.728395061728392
44256099999,49.55,114.4,705.0,2.641636141636141
71987099999,47.05,-63.9833333,8.0,5.802045177045178
07579099999,44.140481,4.866717,60.04,14.499238964992388
57328099999,31.2,107.5,344.0,17.874389499389498
48966099999,13.410666,103.81284,18.28,28.82692307692308
72534514834,41.5,-88.16667,181.1,10.371993911719942
48403099999,15.8,102.0333333,184.0,27.440170940170944
47112099999,37.4666666,126.6333333,70.0,12.931929181929181
43063099999,18.5333333,73.85,558.0,24.89963167587477
71497099999,60.2333333,-123.4666666,213.0,-1.1932234432234425
61995099999,-20.3,57.4666666,425.0,21.766788766788764
38396099999,41.5666666,60.6333333,101.0,13.714590964590961
72637014826,42.96684,-83.74996,234.8,9.733789954337896
72330753893,33.45,-88.58333,80.5,17.963321055862494
16270099999,41.1333333,16.7666666,53.94,16.467579908675802
20046099999,80.6166666,58.05,22.0,-9.653998778998778
16014099999,46.8833333,11.4333333,921.0,7.135956790123458
72521604842,40.87324,-81.88864,336.8,10.590964590964594
30521099999,54.8,105.1666666,418.0,-0.7731990231990219
70272526491,61.1786,-149.96509,25.1,3.7870624048706247
33008099999,52.108334,23.898056,142.64,9.321917808219176
71352099999,43.65,-80.4166666,376.0,7.255680049797699
72469903065,39.9,-105.11667,1705.4,13.265905631659052
71535099999,49.8,-112.0333333,833.0,6.780669710806697
25563099999,64.73495,177.741483,59.13,-4.036986301369863
76775099999,17.05,-96.7166666,1518.0,20.79591163864161
47583099999,40.191872,140.371431,89.0,12.218569254185688
71836099999,51.2833333,-80.6,9.14,0.3024353120243559
41404099999,15.476258,44.219739,2205.83,18.97429978454909
72524014820,41.40568,-81.85191,236.8,10.857229832572292
72751704932,44.75583,-94.08111,302.4,7.705022831050227
27648099999,54.95,41.7666666,136.0,6.433302808302805
30791099999,52.2666666,104.35,498.0,1.9496336996336951
93597099999,-41.7166666,174.2666666,32.0,12.850933578206309
17150099999,39.619258,27.925958,103.63,15.030745814307457
47782099999,33.662222,135.364444,90.83,18.93546423135464
72557014943,42.39169,-96.37948,332.8,9.812937595129373
16400099999,38.7,13.1833333,251.0,18.755647130647137
72504614707,41.32792,-72.04893,2.5,10.528614916286148
71850099999,49.7833333,-94.3666666,405.99,3.3487484737484743
72643894994,43.15614,-90.67757,203.1,9.478538812785391
72216703718,38.24694,-78.04556,143.0,13.515068493150686
38683099999,39.7166666,64.6166666,226.0,16.038919413919416
68633099999,-31.1833333,24.95,1496.0,14.338938344873062
11652099999,50.013419,15.738647,225.85,10.358904109589039
36003099999,52.195,77.073889,124.96,4.7359208523592065
38343099999,42.95,72.75,683.0,11.106227106227106
83652099999,-21.134167,-47.774189,549.24,23.944901065449017
11035099999,48.25,16.3666666,200.0,11.765873015873018
47105099999,37.7709333,128.8680556,26.1,13.881562881562878
62318099999,31.183903,29.948889,-1.82,21.090715372907155
02966099999,60.896394,26.938353,103.32,5.695281582952817
27242099999,58.4833333,41.5333333,103.0,5.166666666666665
44239099999,48.8,103.55,1208.0,1.2304639804639805
72340313963,34.72727,-92.2358,76.4,17.75159817351598
06733099999,46.6333333,7.3833333,820.0,8.055555555555555
10320099999,51.922833,8.306333,71.93,11.00958904109589
48376099999,16.895989,99.25335,145.69,27.579822954822962
74718503144,32.83464,-115.57656,-16.8,23.52572298325723
87222099999,-28.595556,-65.751667,463.9,20.808760683760678
