station,latitute,longitude,elevation,T
30521099999,54.8,105.1666666,418.0,-1.6171993911719933
78367011706,19.9,-75.15,39.9,27.468913511849802
20087099999,79.55,90.5666666,8.0,-12.299695585996954
23774099999,62.4833333,86.2833333,60.43,-2.3686728395061745
72044700437,36.66458,-88.37277,176.2,15.737899543378994
12925099999,46.45,16.9666666,141.0,11.778995433789948
87576099999,-34.822222,-58.535833,20.42,18.1117199391172
71502099999,69.6166666,-135.4333333,17.0,-7.11917808219178
40719099999,37.325431,49.605708,-12.19,17.997412480974127
72589594236,42.14702,-121.72553,1244.4,8.789345509893458
27848099999,53.45,41.8,142.0,7.430898021308979
68583099999,-29.7,31.05,94.0,21.314003044140033
72567024032,42.85855,-100.55141,790.9,9.239726027397259
72446453916,39.819848,-93.576951,231.0,13.495281582952817
28867099999,53.3166666,65.55,216.0,4.790258751902587
11175099999,47.4166666,15.2666666,482.0,10.3062404870624
02883099999,64.2166666,27.75,161.5,3.201217656012175
72405013743,38.84721,-77.03454,4.1,16.029528158295278
47686099999,35.764722,140.386389,42.97,16.603805175038055
71190099999,48.1333333,-69.7,7.0,5.49649923896499
78526500494,18.45677,-66.09847,3.0,28.334249084249077
15337099999,45.0833333,29.0666666,173.0,13.289072039072039
60731099999,36.0833333,10.4333333,6.0,19.8968253968254
72791094224,46.15694,-123.88326,3.4,11.213627992633516
92076099999,-2.5666666,150.8166666,4.0,28.76495726495726
80097099999,7.927567,-72.511547,334.06,28.06544901065449
28334099999,57.35,58.2166666,244.0,3.645053272450534
72747504940,45.88583,-93.27167,308.5,7.566666666666666
35416099999,49.0666666,54.6833333,128.0,10.186301369863015
23578099999,64.2333333,87.5666666,30.0,-2.944748858447489
31484099999,51.4166666,135.0833333,269.0,0.6841704718417042
23305099999,66.25,52.55,22.0,1.1932966023875085
86737099999,-16.7833333,-47.6166666,1203.5,21.859883364027002
34798099999,46.6,49.2666666,-23.0,12.267427701674286
94110099999,-12.3333333,133.0072222,9.1,28.0972602739726
34321099999,50.2166666,38.1,112.0,9.413850837138511
72286699999,34.095353,-117.234875,353.26,17.88888888888889
17060099999,40.976892,28.821111,49.68,16.779147640791475
72218992815,27.18167,-80.22083,5.5,24.87275494672755
26422599999,56.9666667,24.05,26.0,8.334094368340946
11927699999,49.231528,18.6135,310.89,9.943226788432263
72219013874,33.62972,-84.44224,308.2,18.547945205479454
44254099999,48.85,111.45,994.0,0.701217656012179
40713099999,37.35,46.1666667,1478.0,15.970319634703195
43331099999,11.9666666,79.8166666,38.0,28.68528778085565
22003099999,69.9333333,31.9833333,8.0,3.1193302891933032
72222313899,30.47612,-87.18575,36.0,21.989193302891934
71973099999,48.9333333,-57.9166666,152.0,5.2630448127685705
48917099999,10.2166666,103.9666666,4.0,27.953729071537293
06270099999,53.228611,5.760556,0.91,11.08782343987824
72643514991,44.86654,-91.48809,269.4,9.013242009132417
71898099999,54.2833333,-130.45,35.35,8.473820395738208
48373099999,17.1666666,99.8666666,54.0,28.392694063926935
72788594266,48.12194,-123.50662,83.2,10.480060882800611
72547394979,41.83333,-90.33333,213.4,10.806709756848257
72466593010,39.27332,-103.66737,1633.1,8.701369863013698
68447099999,-28.95,26.3333333,1303.0,16.707253086419755
47911099999,24.466944,122.977778,21.33,24.243074581430747
14441099999,43.05,16.1,20.0,19.220852359208518
72548704950,41.36667,-91.15,166.7,12.051576369758187
26080099999,59.45,32.0333333,26.0,6.197716894977169
08029099999,43.356519,-1.790611,4.57,16.087214611872152
72253312962,29.36013,-99.17423,281.0,22.024961948249622
02435099999,60.422017,15.515211,153.31,5.654490106544902
06193099999,55.3,14.7666666,9.0,9.711080586080582
02746099999,59.8166666,22.9166666,27.5,7.366210045662096
72436313803,39.26667,-85.9,199.9,13.925875190258752
16765099999,35.4275,27.1469444,6.0,20.368188736681887
71183099999,45.4666666,-73.7333333,32.0,9.103021978021976
07010099999,51.05,2.3333333,17.0,12.74292237442922
10637099999,50.026421,8.543125,110.94,12.558904109589044
71158099999,52.35,-97.0333333,222.0,2.6890113253749623
02458099999,59.897328,17.588581,20.72,6.4391171993911716
81975099999,-9.9,-58.5666666,262.5,25.831963470319636
12272099999,53.7666666,20.4166666,137.0,9.627701674277018
83095099999,-10.984,-37.070333,7.01,26.74611872146118
72272803196,31.42076,-110.84655,1193.0,18.548858447488588
04285099999,59.9833333,-45.2,16.0,1.1827607551841506
15247099999,45.809861,21.337861,106.07,12.746879756468799
11730099999,50.1833333,17.1166666,1327.46,4.098325722983256
10613099999,50.173833,7.063333,477.92,10.170024420024422
71879499999,49.75,-114.88,1138.0,7.251068376068379
30405099999,55.3833333,101.0333333,423.0,0.34398782343987794
48385099999,16.0166666,98.8666666,460.0,24.666971080669708
72316013870,31.54006,-82.50735,58.2,20.293192918192915
72055199999,39.000306,-119.751194,1440.48,8.910399257195914
07560099999,44.1166666,3.5833333,1565.0,6.983257229832572
72639094849,45.0716,-83.56451,208.3,8.405022831050227
38141599999,39.775,64.483333,228.9,17.572146118721463
02862099999,65.6666666,24.5166666,3.1,2.8662100456620996
25956099999,60.4333333,169.6666666,5.0,-2.4218559218559204
72057999999,29.277956,-103.687258,802.0,22.75966514459665
47740099999,36.2,133.3333333,28.13,15.983409436834092
31989099999,42.9,133.9,43.0,7.240182648401827
42679099999,23.5333333,80.8833333,459.0,30.27777777777778
06449099999,50.459197,4.453817,187.14,11.204414003044137
31527099999,50.1166666,129.4666666,241.0,0.9130898021308987
72571703016,39.52791,-107.71965,1684.0,9.192998477929983
74782053860,30.33708,-81.51277,11.9,22.122831050228303
02752099999,62.2,21.1666666,21.7,5.699238964992392
02788099999,63.15,27.3166666,91.3,4.044230180593817
13463099999,42.4333333,19.2833333,50.0,18.11187423687424
72508014740,41.93742,-72.68202,51.6,12.070928462709283
72547094908,42.39834,-90.70913,316.9,10.238812785388124
40726099999,36.7666666,45.7166666,1385.0,14.787823439878231
03894099999,49.434956,-2.601969,102.41,12.498934550989341
71496099999,52.1666666,-106.7166666,504.0,4.068340943683412
08176399999,41.5166667,2.1,250.0,16.740030441400304
44272099999,47.75,96.85,1759.0,-0.46270928462709193
71043099999,65.28132,-126.79857,72.24,-2.40995115995116
71966099999,64.043056,-139.127778,370.33,-1.2333333333333327
86776099999,-18.9166666,-48.25,870.5,24.158402203856742
72744404979,47.04917,-91.745,329.2,5.680517503805175
94312099999,-20.377778,118.626389,10.05,26.78693528693529
87418099999,-32.831717,-68.792856,704.08,18.600761035007608
61856099999,8.616444,-13.195489,25.6,26.996566791510617
47945099999,25.846533,131.263494,50.9,23.890563165905625
84390099999,-4.576639,-81.254139,85.95,25.980213089802135
11121099999,47.25,11.35,579.0,10.694672754946724
70277026438,60.12927,-149.41849,4.1,4.227397260273974
47634599999,34.858414,136.805408,4.57,17.626636225266356
38878099999,38.1666666,73.9666666,3576.0,-0.38888888888889045
72433813802,38.55,-89.85,135.0,14.335622710622708
02641099999,56.929144,14.727994,185.92,8.06392694063927
08451099999,36.744622,-6.060111,28.34,18.628614916286146
10616499999,51.854992,11.418889,180.0,10.454490106544899
56079099999,33.5833333,102.9666666,3441.0,3.6869658119658135
33892099999,46.5166666,29.4833333,173.0,12.131354642313545
83708099999,-22.791608,-45.204778,536.75,23.950228310502283
78666099999,13.440947,-89.055728,30.78,27.868949771689493
87909099999,-49.306775,-67.802589,57.91,9.661796042617961
74718703104,33.63166,-116.16412,-36.0,22.626192674669127
72438614835,40.41236,-86.94739,181.7,12.364687975646879
01025099999,69.683333,18.918919,9.44,3.615677321156774
36061099999,52.25,87.1166666,326.0,3.4884322678843245
11450099999,49.7666666,13.3833333,371.5,10.686453576864539
60694099999,20.9666666,7.45,517.0,27.9517503805175
72785794129,46.74376,-117.11581,775.7,9.662557077625577
42467099999,25.0666666,79.45,229.0,29.0
14472099999,42.65,18.0833333,53.0,18.75981735159818
11055099999,48.4666666,13.4333333,318.0,11.144596651445966
76595099999,21.036528,-86.877083,6.09,26.6855403348554
72089599999,46.812782,-101.860156,636.72,5.598782343987827
54857099999,36.266108,120.374436,10.05,14.521613394216136
72248613942,32.51552,-92.02995,22.1,20.26377473363775
38987099999,35.2833333,62.35,625.0,18.391324200913246
71953099999,60.116389,-128.8225,687.32,0.6660578386605801
72768094008,48.21416,-106.62139,697.8,7.591628614916282
72269393097,32.83972,-105.99056,1280.2,17.62374429223744
40180099999,32.011389,34.886667,41.14,22.120243531202433
72311753871,34.9836,-81.05622,197.4,16.3441995714723
08410099999,37.842006,-4.848878,90.52,18.576712328767126
72578024156,42.91969,-112.57232,1356.6,7.987975646879761
26291099999,58.4166666,33.9,89.0,6.1398782343987826
41718099999,28.65,70.6833333,88.0,26.011937557392102
71865099999,51.7666666,-104.2,560.0,3.8582952815829565
71987099999,47.05,-63.9833333,8.0,7.063774733637748
26179099999,58.5166666,31.25,24.0,6.455555555555558
86739099999,-16.3666666,-45.1166666,461.5,25.65753424657534
76571099999,21.705461,-102.317869,1862.93,17.683409436834093
27606099999,55.0166666,36.4833333,197.0,6.559817351598171
72017199999,35.214458,-89.043361,152.09,16.483271945979126
47746099999,35.4833333,134.2333333,15.92,16.709436834094365
82930099999,-9.333936,-54.965422,537.05,27.740791476407917
02717099999,68.1666666,25.7666666,272.0,-0.4400304414003031
72782724110,47.19295,-119.31459,356.3,11.454337899543377
72611554740,43.34211,-72.52131,173.2,9.45388127853881
17380099999,36.2,29.65,153.0,22.62615101289135
72269200367,38.586,-77.711,103.0,14.074885844748858
72250512904,26.2303,-97.65565,9.5,24.086605783866062
72404013721,38.3,-76.41667,11.9,16.637747336377473
72360023051,36.44834,-103.15366,1514.5,12.80502283105023
72306513783,35.63333,-77.38333,7.6,17.071232876712333
60535099999,34.6833333,3.25,1144.0,17.99309392265193
23986099999,60.3666666,93.0333333,511.0,-2.102435312024351
72462593005,37.1431,-107.76023,2020.6,8.448249619482498
72380523179,34.76783,-114.61842,270.6,23.67869101978691
94216099999,-15.778056,128.7075,44.19,27.272283272283275
71115099999,50.2166666,-119.1833333,482.0,9.67732115677321
11952099999,49.0333333,20.3166666,703.0,8.253272450532727
71083099999,62.81139,-92.115833,28.65,-7.691933028919329
91783099999,-18.585336,-173.961717,71.93,25.382343987823432
72352013902,34.65,-99.26667,421.2,17.477777777777778
72492723285,37.69309,-121.8149,119.7,14.843835616438362
93498099999,-40.9,176.2,120.0,13.561796042617958
15090099999,47.178492,27.620631,121.0,12.5675799086758
93110099999,-37.0,174.8,7.0,15.830136986301373
07570099999,44.5333333,4.3666666,280.0,14.590563165905634
86840099999,-21.667,-49.733,461.0,24.029609279609286
72352803981,34.35307,-98.98762,378.2,18.289715335169884
07471099999,45.080689,3.762889,832.4,10.21628614916286
47105099999,37.7709333,128.8680556,26.1,15.529223744292242
17232099999,37.8666666,27.25,22.0,19.605327245053267
07103099999,48.0333333,-4.7333333,89.0,13.393967374576796
72747804934,48.7525,-96.94278,249.6,5.212024353120243
42056099999,32.6666666,74.8333333,367.0,22.493419038873586
81888099999,-7.2666666,-64.7833333,65.5,26.983561643835614
72286023119,33.9,-117.25,468.2,16.591933028919332
47747399999,35.512778,134.786944,178.0,17.05601217656012
86858099999,-22.2,-54.9166666,470.5,23.67595129375952
47853099999,33.836197,130.947069,5.48,17.540182648401824
60150099999,33.879067,-5.515125,576.07,18.56818873668189
72658414927,44.93234,-93.05586,213.3,9.884170471841701
72381523161,34.85371,-116.78702,584.8,19.288736681887364
06104099999,55.740322,9.151778,75.28,9.10715372907154
80091099999,7.024331,-73.8068,125.57,29.453754578754584
48564099999,7.8833333,98.4,4.0,29.275038051750382
67009099999,-12.3494,49.291747,113.99,28.16941391941392
33088099999,51.2833333,26.6166666,156.0,9.910468319559227
94302099999,-22.235556,114.088611,5.79,24.547184170471837
72639404874,46.31111,-85.45722,281.3,6.767313019390582
94405099999,-28.3,113.6,11.0,21.234159779614327
36806099999,45.3,82.483,394.0,9.47564687975647
48566099999,7.5333333,99.05,3.0,28.300456621004567
74718823158,33.61876,-114.71451,120.4,23.627640036730945
72534014819,41.78412,-87.75514,185.8,12.472298325722988
41640099999,31.55,74.3333333,214.0,24.24328449328449
02859099999,64.6666666,28.05,341.0,1.6343987823439852
17054099999,41.13825,27.919094,174.95,15.099695585996958
94137099999,-12.6666666,132.9,28.0,28.34916286149163
74465504808,41.77132,-88.48148,213.7,10.599086757990866
72340313963,34.72727,-92.2358,76.4,18.845509893455098
71230099999,55.2,-119.4,745.0,5.090563165905632
47028099999,40.45,124.9333333,76.0,10.232420091324201
22471099999,65.8666666,44.2166666,19.0,1.4471841704718398
72041254943,41.828,-94.15983,308.8,11.136811326562016
31388099999,52.35,129.9166666,208.0,-1.6089802130898019
06375099999,51.656389,5.708611,21.94,11.947945205479458
72090300441,38.70042,-87.12973,143.3,14.286935286935286
30781099999,52.75,120.0333333,370.0,-3.5187214611872126
41536099999,34.3833333,73.35,981.0,18.750076522803802
71371099999,45.5166666,-73.4166666,27.43,8.607001522070021
71478099999,50.8166666,-128.9,111.0,9.06377473363775
67659099999,-15.7666666,27.9166666,978.0,25.33333333333333
72668254914,45.55972,-93.60806,298.4,8.384627092846273
17186099999,38.6166666,27.4333333,71.0,19.008371385083713
