station,latitute,longitude,elevation,T_max
69122499999,66.2,4.0,43.2,5537.722222222223
60580099999,31.917223,5.412778,149.96,40.833333333333336
91375099999,7.1166666,171.35,0.0,40.666666666666664
60620099999,27.837589,-0.186414,280.11,42.44444444444444
85679099999,50.6,5.0,47.7,548.3888888888889
85812099999,48.8,5.0,45.4,547.8888888888889
40438099999,24.721944,46.724722,635.2,40.611111111111114
41264099999,22.5,57.3666666,328.0,41.55555555555556
60656099999,27.700372,-8.167103,442.87,40.77777777777778
72278799999,33.527,-112.295,325.0,41.27777777777778
42361099999,26.293336,78.227753,188.06,40.666666666666664
43086099999,18.7666666,79.4333333,156.0,40.44444444444444
72278499999,33.688,-112.083,450.0,42.5
95482099999,-25.8975,139.3475,47.85,40.111111111111114
94318099999,-23.0333333,115.0333333,112.0,41.5
72278023183,33.4278,-112.00365,339.2,41.0
60515099999,35.3325,4.206389,459.02,41.44444444444444
60630099999,27.2333333,2.5,269.0,41.94444444444444
41170099999,25.261125,51.565056,10.66,40.611111111111114
60559099999,33.511397,6.776794,61.87,40.388888888888886
40377099999,27.900917,45.528194,412.08,42.22222222222222
95480099999,-29.6666666,138.0666666,51.0,40.55555555555556
85648099999,51.1,5.0,46.9,546.5555555555555
72484699999,36.211,-115.194,672.0,41.0
40430099999,24.553422,39.705061,655.62,41.77777777777778
72274999999,33.267,-111.817,379.0,40.111111111111114
40811099999,31.337444,48.762138,20.11,40.5
40357099999,30.906589,41.138217,552.6,40.0
40362099999,29.626419,43.490614,449.27,40.22222222222222
41268099999,22.5333333,59.4833333,14.0,40.111111111111114
40373099999,28.335192,46.125069,357.83,41.27777777777778
72278699999,33.3,-111.65,421.0,40.611111111111114
41258099999,23.6333333,58.5666666,3.0,40.44444444444444
60630599999,27.25,2.5,280.0,42.05555555555556
61024099999,16.9666666,7.9666666,505.05,40.388888888888886
42874099999,21.2333333,81.65,298.0,40.666666666666664
60607099999,29.237119,0.276033,313.02,42.27777777777778
41061099999,20.504275,45.199556,628.49,40.0
72380523179,34.76783,-114.61842,270.6,41.666666666666664
42559099999,24.65,77.3166666,478.0,40.05555555555556
60555099999,33.067803,6.088672,85.03,40.333333333333336
94302099999,-22.235556,114.088611,5.79,40.94444444444444
12214099999,41.1,5.0,9999.9,5537.722222222223
40582099999,29.226567,47.968928,62.78,41.666666666666664
60581099999,31.672972,6.140444,141.12,42.166666666666664
40420099999,25.285306,49.485189,179.22,40.333333333333336
41240099999,26.2166666,56.25,4.0,41.333333333333336
74718823158,33.61876,-114.71451,120.4,40.22222222222222
40831099999,30.371111,48.228333,3.04,40.72222222222222
42131099999,29.179444,75.755336,213.36,40.611111111111114
